Table with column headers in row 3,,,,
State Postal Code,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
AR,Piggott School District,"5,330",846,249
AR,Pine Bluff School District,"36,271","5,412","1,821"
AR,Pocahontas School District,"12,397","2,202",492
AR,Pottsville Public Schools,"6,739","1,494",183
AR,Poyen School District,"1,216",203,35
AR,Prairie Grove School District,"13,182","2,661",202
AR,Prescott School District,"4,983",877,244
AR,Pulaski County Special School District,"131,825","22,186","3,261"
AR,Quitman School District,"5,164",778,117
AR,Rector School District,"3,711",600,149
AR,Rivercrest School District,"5,221",908,280
AR,Riverside School District,"4,415",860,121
AR,Riverview School District,"7,449","1,292",328
AR,Rogers Public Schools,"104,169","18,727","2,163"
AR,Rose Bud School District,"4,394",795,155
AR,Russellville Schools,"38,751","6,100","1,044"
AR,Salem School District,"4,947",839,198
AR,Scranton School District,"2,252",373,73
AR,Searcy County School District,"6,471",956,269
AR,Searcy School District,"33,251","5,373",810
AR,Sheridan School District,"26,710","4,539",698
AR,Shirley School District,"4,181",472,128
AR,Siloam Springs Schools,"25,896","4,955",556
AR,Sloan-Hendrix School District,"3,992",639,163
AR,Smackover-Norphlet School District,"6,109","1,054",192
AR,South Conway County School District,"15,778","2,640",669
AR,South Pike County School District,"4,699",734,163
AR,South Side-Bee Branch School District,"3,249",548,109
AR,Southside School District,"5,736","1,059",184
AR,Spring Hill School District,"1,447",299,72
AR,Springdale School District,"114,319","23,286","3,293"
AR,Star City School District,"8,119","1,285",320
AR,Strong School District,"2,550",417,133
AR,Stuttgart School District,"9,077","1,612",406
AR,Texarkana School District,"31,943","5,332","1,509"
AR,Trumann Schools,"9,409","1,656",495
AR,Two Rivers School District,"6,283","1,064",246
AR,Valley Springs School District,"4,748",949,146
AR,Valley View School District,"12,845","2,914",198
AR,Van Buren School District,"33,692","6,031","1,077"
AR,Vilonia School District,"16,669","3,363",297
AR,Viola School District,"3,258",535,126
AR,Waldron School District,"8,235","1,401",394
AR,Warren School District,"7,831","1,406",317
AR,Watson Chapel School District,"14,240","2,127",673
AR,West Fork School District,"5,800",967,107
AR,West Memphis School District,"25,193","4,860","1,808"
AR,West Side School District,"4,435",530,136
AR,Western Yell County School District,"2,354",422,80
AR,Westside Consolidated School District,"9,389","1,776",242
AR,Westside School District,"3,638",642,199
AR,White County Central School District,"3,736",737,132
AR,White Hall School District,"13,418","2,434",469
AR,Wonderview School District,"2,841",496,142
AR,Woodlawn School District,"2,548",455,58
AR,Wynne Public Schools,"13,420","2,403",718
AR,Yellville-Summit School District,"6,342",975,218
CA,ABC Unified School District,"103,745","16,336","1,993"
CA,Acalanes Union High School District,"118,011","6,264",147
CA,Ackerman Elementary School District,"2,927",296,32
CA,Acton-Agua Dulce Unified School District,"11,921","1,766",176
CA,Adelanto Elementary School District,"66,140","7,835","1,977"
CA,Alameda City Unified School District,"75,797","10,833",744
CA,Albany City Unified School District,"19,628","2,909",138
CA,Alexander Valley Union School District,751,36,2
CA,Alhambra Unified School District,"162,352","16,378","2,293"
CA,Alisal Union Elementary School District,"59,503","7,705","1,630"
CA,Allensworth Elementary School District,557,109,50
CA,Alpaugh Unified School District,"1,272",341,82
CA,Alpine County Unified School District,"1,190",147,35
CA,Alpine Union Elementary School District,"18,754","2,087",150
CA,Alta Loma Elementary School District,"54,550","5,725",513
CA,Alta Vista Elementary School District,"3,116",503,202
CA,Alta-Dutch Flat Union Elementary School District,"1,771",131,23
CA,Alum Rock Union Elementary School District,"108,591","12,433","1,693"
CA,Alview-Dairyland Union Elementary School District,"1,640",267,79
CA,Alvina Elementary School District,593,83,32
CA,Alvord Unified School District,"113,747","20,759","2,656"
CA,Amador County Unified School District,"41,412","4,667",540
CA,Anaheim Elementary School District,"199,778","17,662","3,010"
CA,Anaheim Union High School District,"393,966","31,545","4,452"
CA,Anderson Union High School District,"40,347","2,431",305
CA,Anderson Valley Unified School District,"3,127",491,114
CA,Antelope Elementary School District,"6,086",629,98
CA,Antelope Valley Union Joint High School District,"396,995","28,359","5,215"
CA,Antioch Unified School District,"119,066","21,097","3,530"
CA,Apple Valley Unified School District,"84,742","16,320","3,447"
CA,Arcadia Unified School District,"55,880","9,236",919
CA,Arcata Elementary School District,"14,970",843,173
CA,Arcohe Union Elementary School District,"4,774",490,41
CA,Arena Union Elementary School District,"3,689",298,63
CA,Armona Union Elementary School District,"7,272","1,172",313
CA,Aromas-San Juan Unified School District,"9,950","1,501",142
CA,Arvin Union School District,"19,935","3,657",980
CA,Atascadero Unified School District,"37,206","5,410",411
CA,Atwater Elementary School District,"37,478","5,289","1,100"
CA,Auburn Union Elementary School District,"35,458","2,967",265
CA,Azusa Unified School District,"67,558","10,816","1,893"
CA,Baker Valley Unified School District,549,121,22
CA,Bakersfield City School District,"202,738","31,517","10,809"
CA,Baldwin Park Unified School District,"69,390","11,845","2,371"
CA,Ballard Elementary School District,"1,443",125,7
CA,Ballico-Cressey Elementary School District,"1,999",284,63
CA,Bangor Union Elementary School District,"1,236",134,21
CA,Banning Unified School District,"35,769","5,514",883
CA,Banta Elementary School District,"9,735","1,360",53
CA,Barstow Unified School District,"35,675","7,716","2,439"
CA,Bass Lake Joint Union Elementary School District,"11,443","1,032",253
CA,Bassett Unified School District,"25,590","4,291",742
CA,Bayshore Elementary School District,"5,708",544,64
CA,Bear Valley Unified School District,"19,228","2,635",379
CA,Beardsley Elementary School District,"18,567","2,246",805
CA,Beaumont Unified School District,"66,953","11,961",952
CA,Bella Vista Elementary School District,"3,854",339,44
CA,Belleview Elementary School District,"1,754",163,22
CA,Bellevue Union School District,"26,650","2,659",346
CA,Bellflower Unified School District,"81,413","13,964","2,064"
CA,Belmont-Redwood Shores Elementary School District,"42,936","4,588",141
CA,Belridge Elementary School District,112,26,5
CA,Benicia Unified School District,"26,890","4,234",228
CA,Bennett Valley Union Elementary School District,"9,910",688,43
CA,Berkeley Unified School District,"120,378","10,320",693
CA,Berryessa Union Elementary School District,"80,914","7,958",534
CA,Beverly Hills Unified School District,"31,842","4,453",490
CA,Big Creek Elementary School District,345,45,14
CA,Big Lagoon Union Elementary School District,514,38,12
CA,Big Oak Flat-Groveland Unified School District,"5,369",529,101
CA,Big Pine Unified School District,"1,939",316,46
CA,Big Springs Union Elementary School District,"1,878",190,31
CA,Big Sur Unified School District,306,49,8
CA,Big Valley Joint Unified School District,"1,472",217,38
CA,Biggs Unified School District,"3,590",703,118
CA,Bishop Unified School District,"13,250","1,999",222
CA,Bitterwater-Tully Union Elementary School District,214,37,4
CA,Black Butte Union Elementary School District,"4,532",322,55
CA,Black Oak Mine Unified School District,"13,353","1,688",163
CA,Blake Elementary School District,233,21,3
CA,Blochman Union Elementary School District,751,75,10
CA,Blue Lake Union Elementary School District,"2,307",187,27
CA,Bogus Elementary School District,382,25,6
CA,Bolinas-Stinson Union Elementary School District,"2,097",133,18
CA,Bonita Unified School District,"61,492","9,762",751
CA,Bonny Doon Union Elementary School District,"3,189",210,15
CA,Bonsall Unified School District,"19,464","3,159",198
CA,Borrego Springs Unified School District,"3,366",363,38
CA,Bradley Union Elementary School District,368,37,7
CA,Brawley Elementary School District,"26,917","4,195","1,148"
CA,Brawley Union High School District,"29,401","2,145",532
CA,Brea-Olinda Unified School District,"42,527","7,030",414
CA,Brentwood Union Elementary School District,"67,165","9,025",575
CA,Bret Harte Union High School District,"19,969",801,95
CA,Bridgeville Elementary School District,566,57,21
CA,Briggs Elementary School District,"3,043",398,60
CA,Brisbane Elementary School District,"8,525",702,38
CA,Brittan Elementary School District,"3,611",442,51
CA,Browns Elementary School District,882,111,14
CA,Buckeye Union Elementary School District,"42,684","5,197",207
CA,Buellton Union Elementary School District,"6,031",695,41
CA,Buena Park Elementary School District,"49,666","5,331",723
CA,Buena Vista Elementary School District,452,57,13
CA,Burbank Unified School District,"104,137","14,135","1,147"
CA,Burlingame Elementary School District,"31,145","3,518",202
CA,Burnt Ranch Elementary School District,728,59,17
CA,Burrel Union Elementary School District,558,87,20
CA,Burton Elementary School District,"18,696","3,027",510
CA,Butte Valley Unified School District,"1,744",322,57
CA,Butteville Union Elementary School District,"1,930",210,26
CA,Buttonwillow Union Elementary School District,"1,820",306,57
CA,Byron Union Elementary School District,"14,994","1,682",113
CA,Cabrillo Unified School District,"24,924","3,386",155
CA,Cajon Valley Union Elementary School District,"170,421","19,413","4,402"
CA,Calaveras Unified School District,"26,594","3,675",534
CA,Calexico Unified School District,"39,285","8,177","2,468"
CA,Caliente Union Elementary School District,893,101,29
CA,Calipatria Unified School District,"8,619","1,258",661
CA,Calistoga Joint Unified School District,"6,611",903,70
CA,Cambrian Elementary School District,"30,368","3,367",130
CA,Camino Union Elementary School District,"4,964",424,48
CA,Campbell Union Elementary School District,"96,786","9,062",628
CA,Campbell Union High School District,"225,083","10,200",486
CA,Camptonville Elementary School District,727,64,38
CA,Canyon Elementary School District,204,12,1
CA,Capay Joint Union Elementary School District,984,119,27
CA,Capistrano Unified School District,"357,400","57,113","3,361"
CA,Cardiff Elementary School District,"11,851",876,67
CA,Carlsbad Unified School District,"77,775","12,338",712
CA,Carmel Unified School District,"22,609","2,946",225
CA,Carpinteria Unified School District,"17,847","2,550",234
CA,Caruthers Unified School District,"8,746","1,465",389
CA,Cascade Union Elementary School District,"16,344","1,942",360
CA,Castaic Union School District,"28,559","2,248",137
CA,Castle Rock Union Elementary School District,306,24,3
CA,Castro Valley Unified School District,"51,391","8,772",439
CA,Cayucos Elementary School District,"2,772",178,18
CA,Center Joint Unified School District,"29,425","5,879",752
CA,Centinela Valley Union High School District,"143,522","7,971","1,625"
CA,Central Elementary School District,"41,539","4,833",681
CA,Central Unified School District,"81,741","17,668","3,673"
CA,Central Union Elementary School District,"10,100","1,639",147
CA,Central Union High School District,"59,291","4,201",891
CA,Centralia Elementary School District,"55,968","4,399",556
CA,Ceres Unified School District,"57,519","12,392","2,370"
CA,Chaffey Joint Union High School District,"423,843","26,104","3,179"
CA,Charter Oak Unified School District,"36,586","5,729",621
CA,Chatom Union Elementary School District,"4,492",685,113
CA,Chawanakee Unified School District,"4,719",719,121
CA,Chicago Park Elementary School District,"1,156",71,9
CA,Chico Unified School District,"117,662","16,336","2,419"
CA,Chino Valley Unified School District,"191,248","33,112","3,449"
CA,Chowchilla Elementary School District,"22,661","2,668",801
CA,Chowchilla Union High School District,"24,301","1,227",344
CA,Chualar Union Elementary School District,"1,880",315,47
CA,Chula Vista Elementary School District,"313,860","28,992","3,551"
CA,Cienega Union Elementary School District,181,14,2
CA,Cinnabar Elementary School District,"2,545",228,24
CA,Claremont Unified School District,"42,643","5,909",433
CA,Clay Joint Elementary School District,424,61,23
CA,Clear Creek Elementary School District,"1,715",139,17
CA,Cloverdale Unified School District,"11,015","1,574",129
CA,Clovis Unified School District,"233,169","46,339","5,163"
CA,Coachella Valley Unified School District,"88,750","18,985","3,220"
CA,Coalinga-Huron Unified School District,"25,372","4,836","1,162"
CA,Coast Unified School District,"9,336",671,92
CA,Coffee Creek Elementary School District,184,11,2
CA,Cold Spring Elementary School District,"3,344",183,17
CA,Colfax Elementary School District,"5,456",507,41
CA,College Elementary School District,"6,309",474,61
CA,Colton Joint Unified School District,"118,357","22,828","4,021"
CA,Columbia Elementary School District,"9,353","1,066",93
CA,Columbia Union Elementary School District,"6,368",608,79
CA,Columbine Elementary School District,251,47,14
CA,Colusa Unified School District,"7,868","1,495",190
CA,Compton Unified School District,"152,912","30,472","7,634"
CA,Conejo Valley Unified School District,"133,843","20,873","1,567"
CA,Corcoran Joint Unified School District,"23,287","3,454","1,099"
CA,Corning Union Elementary School District,"15,280","1,992",453
CA,Corning Union High School District,"17,932","1,160",226
CA,Corona-Norco Unified School District,"286,984","53,443","4,510"
CA,Coronado Unified School District,"22,258","2,845",161
CA,Cotati-Rohnert Park Unified School District,"55,944","7,594",598
CA,Cottonwood Union Elementary School District,"8,858","1,094",119
CA,Covina-Valley Unified School District,"78,855","12,516","1,697"
CA,Cucamonga Elementary School District,"31,426","3,461",559
CA,Cuddeback Union Elementary School District,771,76,9
CA,Culver City Unified School District,"39,560","5,425",357
CA,Cupertino Union Elementary School District,"139,042","18,774",471
CA,Curtis Creek Elementary School District,"8,987",782,81
CA,Cutler-Orosi Joint Unified School District,"17,673","4,032","1,125"
CA,Cutten Elementary School District,"5,165",403,53
